24
5-50-2	5-50-5	5-50-8	5-50-10	5-100-2	5-100-5	5-100-8	5-100-10	8-50-2	8-50-5	8-50-8	8-50-10	8-100-2	8-100-5	8-100-8	8-100-10	10-50-2	10-50-5	10-50-8	10-50-10	10-100-2	10-100-5	10-100-8	10-100-10
2.348982865	5.136924604	4.94390943	6.566678139	0.984427086	4.432360202	4.752633691	5.734762238	0.914539068	3.870615847	4.780371469	4.641651519	0.055444494	2.887928196	3.083894198	3.212053291	0.996882684	3.188508795	4.357284941	3.799671744	0	2.518670972	3.411591347	3.133499159
2.269039251	6.845287693	6.033430145	6.540971534	1.072352181	5.242411007	6.511554305	6.179385971	1.526044101	5.120336753	6.045892616	6.652438196	0.083324663	3.718598557	5.306636208	4.593493025	1.336585555	4.828801873	5.285131199	4.656211136	0	3.477174404	4.850277899	4.720175495
2.558219298	7.085288163	5.931333524	8.154790814	1.033368549	4.259943554	6.011612983	5.488044035	1.325403859	3.982887624	5.591940009	5.557766996	1.001782504	0.827829767	4.061164269	3.966114057	1.046094763	3.798336663	4.913278156	4.595581792	0	2.162663542	4.061414621	3.259579709
2.481788301	5.801905522	5.344409817	6.087055893	1.63071458	3.340725834	4.352639704	4.442976705	1.481960685	3.50819018	4.677728946	4.862470438	0.126983143	3.101712413	3.255424772	4.272645747	0.951715028	3.71923477	3.782029057	5.278981346	0	2.413958074	4.015502945	4.036189034
2.59240615	6.018738974	7.287051272	8.341042979	1.932135466	5.144563415	5.382806583	6.3623473	1.678246252	4.742452484	4.783948518	5.634692801	0.188961904	3.177129865	4.540830132	3.364731243	1.122206954	3.703804483	3.903575008	6.013334664	0	3.348896236	4.664789141	3.467035218
1.775388022	6.619482732	6.361568543	6.227358734	0.706195016	4.683562308	7.12312363	7.086089041	1.619370595	6.146502341	6.013738505	5.575815558	0	3.368140929	4.75972667	5.894165473	0.125032313	4.818037704	6.050891132	5.850196121	0.36134545	4.773684726	5.179353645	5.004892697
1.467835597	6.159626241	6.761998078	5.90645192	0.851413824	5.098993884	6.048726644	4.505590742	1.470865975	5.049926245	5.4020317	6.477907778	0	3.696571602	4.085776231	4.099060919	0.850464918	4.405251554	5.086321393	4.94123056	0.156324659	3.325059483	4.74673538	4.69038259
2.987993557	7.084415672	8.021816397	7.873785008	0.872715016	6.498433449	6.381414406	7.287868489	1.211978256	4.544162862	7.521709464	6.39836607	0.892951886	4.993053432	4.847157426	5.476964299	1.366875726	5.866556897	6.243698564	6.49685655	0	5.251369192	5.365168733	5.327947347
3.143797228	5.499293415	7.500733918	6.708776598	1.619731984	5.038140679	6.840047695	6.434626603	1.392297177	4.800375993	6.678390428	5.749588846	0.194812271	3.450001793	3.771576932	5.176795331	0.609888782	4.90938993	6.472076849	6.569376491	0	3.47346588	5.566419874	4.829022769
2.464215225	9.031582973	8.096470053	7.979490732	0.509628603	5.920481484	7.790526912	8.965371667	1.276849857	5.336992094	6.762357339	8.148537037	0.24171637	5.663466153	5.968940222	6.088697892	1.431571427	5.495249745	6.067409244	7.108099429	0	4.655358425	4.863554194	6.057306156
2.81484416	4.716502565	6.050731289	4.243483456	2.012897813	3.440329298	4.368491911	5.872780446	1.481662206	3.989802853	5.459185645	4.944778874	0.73298033	3.219460898	4.326419822	3.406832668	0	3.261613507	4.376181642	4.040088057	0.398295859	3.157741747	2.89274798	3.709188061
2.504918357	4.121670207	3.519242992	5.054117626	1.167073468	3.46052185	3.362727143	4.553399862	1.581002122	3.32971035	3.309213347	3.564853439	0.717321223	1.982374055	2.42396443	3.581287973	0.804959758	1.784568749	3.327900704	2.796308176	0	2.12219685	2.404132196	2.257846382
1.502573507	3.196073638	4.151209292	4.259433351	0.468935029	2.627242239	3.061251228	3.501326508	1.76073186	2.326296795	3.283334895	3.443894171	0.023152411	1.675624316	2.244455716	2.352105452	0.819164596	2.522033378	2.542421857	3.167824108	0	1.174060542	2.421993426	2.144451659
1.86538421	4.012091234	5.236366442	6.420714013	0.193116141	4.207354878	3.906704542	4.276790788	1.169036674	3.401683562	4.062915457	4.224296285	0.489431703	1.601798175	4.1973332	3.080910334	0.341174501	3.304528963	3.020501887	3.949535284	0	1.964686312	3.195006341	2.562208969
1.624786041	3.709249479	3.930199582	4.682849297	0.086918517	2.9264207	3.159105154	3.592046499	1.529786983	3.176531017	3.864149941	3.807656418	0	1.826659041	1.77901898	1.607043983	0.643878604	2.348907932	2.692576864	3.050790769	0.363378425	1.532386809	1.917055704	1.950537251
2.947679538	4.507074738	6.34956609	7.325237952	0.676577809	4.534804429	4.295969129	4.52807198	0.43580943	3.362258423	4.715447371	4.822933255	0.550094421	3.461278752	3.963112845	3.441747984	0.776098072	3.962212963	3.970978478	4.538870562	0	2.929915204	3.641588405	3.028902204
2.077883015	4.948617831	4.659056516	5.721828845	1.404372376	3.30806967	3.925089665	4.827555762	1.315408964	3.303617758	3.402158392	4.23002691	0.597715907	2.756593786	2.300216722	2.606313709	0.476915716	3.162653025	4.03320752	3.918243448	0	2.465012276	2.873839931	2.795201962
2.297092767	5.30301364	6.164065486	5.665893789	1.038217372	2.938648603	3.67640254	4.382823618	0.553118325	3.972964931	3.603610707	4.239397978	0	2.315228475	4.14432039	2.935785071	1.563820882	2.472183269	3.33975069	3.583067972	0.255601423	2.791155917	2.928356486	3.148309001
1.75171519	5.095158899	5.937904499	5.853938495	0	2.993386086	3.802460431	3.881836653	1.198511522	3.130462419	3.353278955	3.669703894	0.152234182	2.646992575	3.738897743	3.633641324	0.625328806	4.013821799	3.094554128	4.431607627	0.040883768	1.775435489	2.525498358	2.359726248
2.522399432	6.081038264	5.915312603	6.994944382	1.223062335	3.79998238	4.163852409	4.596385179	1.64481463	4.151333147	5.591086904	4.600210509	0	3.380548467	4.065089343	4.299168628	0.951000227	4.438387457	4.189663726	4.878184491	0.077588512	2.267222872	3.918954008	2.58140225
2.342510645	5.176144125	5.932605246	7.821206717	0.673843541	4.108778297	5.640551126	6.160632366	1.347589578	4.226854484	5.298347941	5.036942279	0.428200871	3.254326616	4.797312296	4.619336739	0.413282905	4.774269077	4.920556144	4.528398899	0	3.004491315	4.566782598	3.774765367
0.533214164	4.153494226	6.090759562	5.807360353	0	3.443487476	4.052168146	4.336050148	1.218145878	2.977079727	4.329954892	3.735486427	0.440668873	2.95493162	3.336669631	4.212364739	0.738038891	3.412407707	3.453384723	4.608526176	0.452105021	1.993752061	2.743106402	3.214311901
2.127138956	5.325870323	5.135234287	5.622144549	0.298710692	4.318008892	4.56924331	3.578193493	0.824325952	4.304260265	5.097747522	6.355207458	0	3.898797569	4.210699983	4.483967012	1.022619451	4.702169916	4.677109127	4.747836244	0.1805073	3.626957613	4.161831443	4.397611707
2.56704966	5.067688556	6.768769444	6.739162569	0.768399682	3.642895406	4.867077198	4.503477192	0.916218577	3.816916601	4.144574637	3.667761733	0.623166539	2.73693365	3.903022185	2.736502691	0.6843627	4.342255475	4.646814115	4.649787731	0	2.585537796	3.341396574	2.928150105
2.324680032	5.710458679	6.248934229	7.073954399	0.852252998	4.547009715	5.602945363	6.422584414	1.710468859	4.99106116	6.231336514	5.273606299	0.690855769	2.580792239	5.122535002	6.097208471	2.402706267	4.673829616	5.29603975	5.54869786	0	3.217036916	3.567209639	4.656050105
4.085532725	11.56743823	12.55115499	12.59556324	2.30479993	10.44623804	11.56442439	12.46514267	2.3722968	10.40919404	11.93296438	12.54820667	0	9.626801669	10.76654351	11.58852199	2.367684317	9.907206546	12.13240184	11.61430997	0.91116188	8.787054648	11.10317613	11.75446654
3.617126232	10.98305394	12.95243404	12.12206934	1.600591163	9.58993726	11.32142983	12.24399176	1.559995391	10.30383325	11.75114313	13.1119183	0.312949793	8.882145992	11.04048989	11.18575028	1.769791391	9.867069423	11.71264778	11.28175529	0	8.910004149	11.18468165	10.74725453
4.015224936	11.64610145	12.49236437	12.70111468	1.60458601	11.33571922	11.69875225	11.98332645	2.695140931	10.40887989	12.65807722	12.45541496	0.393328894	10.05667541	11.36593087	10.93417267	2.265464217	10.3253557	11.99174865	12.05378419	0	9.099756779	10.93330638	11.38954913
3.060165982	10.39505259	11.81604939	11.81952594	1.925146837	9.823259858	11.13833437	10.71151885	1.655488969	9.986220099	10.34888198	10.96595743	0	7.787201012	9.639702922	9.702393406	2.494013265	8.561359077	10.49684803	11.00888909	0.943671231	8.54563956	10.11096328	9.605300066
3.463234032	11.00957858	12.40523066	11.91112811	1.834085701	10.33238855	11.81982584	11.44297393	2.03369765	9.743655341	11.39868679	11.23305051	1.644471971	8.400304645	10.8160752	10.39775549	1.753577855	9.74073158	10.81623183	11.28967227	0	8.16589472	10.1442367	10.99259727
2.668534619	9.848748688	9.897128795	10.79376201	1.351863715	8.421912963	8.959687018	9.223089824	2.23383421	8.136916389	9.144789537	9.363392134	0.261835884	7.798450075	8.766704147	9.017548712	1.712529979	8.086042934	8.956942048	9.510739869	0	6.728414781	8.464597256	9.001993878
2.195072055	7.848511621	8.239972022	8.483995838	0.373264479	7.104417248	7.752501305	7.986025255	1.922398603	7.697405852	8.386070162	7.842200163	0.808351248	6.562993371	7.922102992	8.256321814	1.07629399	7.538592489	8.22163764	8.556098767	0	6.667957419	7.599330178	7.426520839
2.78062082	10.97363077	10.98051761	11.70076349	1.5851155	10.49533735	10.72305968	11.03600169	2.705281687	10.05327706	10.65114383	11.44393652	1.356184951	9.020559045	9.770365999	9.755169296	2.430559658	10.05554583	10.08655677	10.59104168	0	9.079103942	9.814090083	11.02479211
2.890938476	11.83740854	12.40931851	13.02674549	1.18240737	10.20909901	11.69969554	12.20493134	1.024656692	10.71074956	11.50226628	12.57433887	0	9.660060892	11.1227974	11.31212088	1.718479092	10.15227362	12.0334207	12.71400746	0.608045823	9.747041998	11.63955415	10.34710959
3.322342781	12.90254791	13.41866147	14.08125267	0.973403212	10.60014937	12.08522743	11.82453653	3.090685448	10.83257802	11.53829026	12.44966787	0	9.710834368	11.54037136	12.31685565	2.251578873	9.493279056	12.46919822	12.15824067	0.681699507	9.004918389	11.26391938	10.29725428
1.790807365	6.86948942	7.996571697	8.747411923	0.497498432	6.667395452	7.524573887	7.80516292	1.809290692	7.38474171	7.844204968	8.231954149	0	6.302249562	7.839170599	8.095820693	1.439881	6.67746419	8.503604608	8.416273712	0.235002306	6.755445544	6.483178631	7.348679187
2.57831945	8.733628132	9.559427046	10.81775707	0.150779914	6.997913808	9.39411104	9.289661104	1.159238065	7.771512165	9.835380896	9.4860387	0.367259058	8.009691704	8.482023151	9.401873386	1.711145765	8.472161553	9.440697322	9.746126119	0	7.995546171	8.183441329	8.969647395
2.475222053	8.958207829	8.806862774	9.866928722	0.769961313	7.637667519	9.01752752	9.084736789	1.900607639	7.095167355	9.582880254	9.513778432	0	7.073639571	8.160260396	8.688554588	2.11712747	8.044282416	8.976530102	9.448603657	0.789501917	6.821740838	8.32400167	8.689654634
1.562468083	9.130404878	9.419244621	9.66752641	1.542603566	6.915901057	8.215038475	8.566738115	1.354675173	7.316743913	8.389408078	9.047710069	0.393570054	7.602820584	7.595123454	7.656996538	1.485901374	7.764065593	8.227472301	8.539995522	0	6.680743863	7.795643562	7.90725195
2.335515078	7.856673234	9.63614647	10.57312081	1.20092729	8.637489053	9.748039948	9.865890395	1.463649367	8.395645398	9.252357415	9.573546041	0.108200854	7.823741529	8.955623716	9.301197595	1.145421808	8.651586052	9.469711309	10.48787693	0	7.074394299	8.525212378	9.192300019
2.320105264	8.69211103	9.297094204	9.298785918	1.363603313	7.46387742	8.170477335	9.095259637	0.771991192	7.472270927	8.146126405	8.448048664	0.6899593	5.89144495	6.51297114	6.987025362	0.526416042	5.645089009	8.291321065	8.109217746	0	6.049457602	7.238667911	7.003731044
3.028224644	7.095658094	9.267284772	8.922377887	1.869586513	6.246049418	8.238761381	8.877287933	1.414004287	7.217060538	7.712897186	8.150346164	0.173314945	5.961809017	7.264179193	7.971195231	0.878010484	7.254160747	7.800423109	8.384800031	0	5.902323626	6.308508384	6.886882575
2.169091447	9.688955154	12.23840403	11.46756873	0.465851831	9.942168668	10.9784243	10.29280313	2.579405394	9.565330036	8.920299634	10.06892334	0.136470297	7.615245001	9.46681919	10.23594181	1.567641234	8.231035105	9.848017397	10.68335886	0	7.252590561	9.849807937	9.121727613
1.933715861	7.656882915	8.274303438	8.384250883	1.748117515	6.12903248	7.332733695	7.225612131	1.226280693	6.200465236	7.292799173	7.637418799	0.146918239	5.415132248	6.387621263	6.574667011	1.619477901	6.180739209	6.679569225	7.478935125	0	5.154034634	6.147862497	6.731565435
3.499353324	9.340554185	9.089072946	10.19979941	1.725609039	7.763404529	9.604605956	8.219375821	1.601739874	7.410751702	8.300166199	9.163634556	0	6.83206943	7.382065468	7.171191281	1.947090494	7.119383745	8.795501614	9.366260215	0.31657964	6.895331686	7.579648791	7.169482254
1.440458108	9.055178336	8.828077128	10.2819839	0.660758437	8.596584016	9.363579418	9.566785682	1.312708251	8.514477717	9.112124227	10.19290514	0.3284376	7.863830588	9.321124333	9.730849401	0.975933475	8.656147681	9.952442116	10.34051782	0	8.226435722	9.093973499	9.18635239
3.428241111	8.70845325	7.889103434	9.606726784	1.345453044	7.768032169	8.088807046	8.468578352	1.368306718	8.155860536	7.672753632	7.814512286	0	7.352396811	8.124417732	8.516312633	1.757617279	6.468514504	8.632265891	7.998595842	0.231564471	7.26945723	6.865502075	8.152085372
2.165735563	9.697040006	11.07245581	11.43765387	1.326544776	9.338998737	9.891759395	9.097659241	1.344263591	8.169066354	9.615068842	9.65994304	0.308506503	7.128302402	7.373451155	8.157249001	1.906042376	8.331161768	8.673980439	9.410970601	0	7.604445056	8.132806271	8.200550438
2.506395852	7.850011591	8.688099981	9.511237921	1.318629598	7.907824164	8.360140927	8.968868161	1.253072818	7.452079432	8.228989834	8.462779825	0.449501825	6.342706076	7.59421504	7.44380977	0.90768617	6.775756152	8.399112181	7.965211369	0	6.122152549	7.036757211	7.481004485
3.46207339	9.231367258	10.33923123	9.577540316	1.83169929	7.7617203	9.049679966	10.16895449	2.564361866	9.039310078	10.14583956	9.672424179	0	6.601480433	8.370482916	7.907449669	1.862147828	7.707373272	9.205338472	10.12145134	0.939864445	8.099861898	8.486988056	8.010438449
1.874848302	8.290156262	8.140889836	8.378725239	0.777022537	7.775167568	8.101657367	8.336893543	0.864566467	7.513011695	8.732866912	8.175631621	0	7.036218219	7.179541811	8.064365167	1.305434472	7.633625606	8.079033107	7.914696044	0.053717365	6.555519801	7.719217064	7.756094364
2.165127441	9.957053789	10.89482405	10.79845666	0.231608056	8.666350211	9.583607966	9.834770884	1.299275087	8.749665268	9.271806064	9.819507688	0.09967777	7.957586996	8.951775514	9.876871766	1.15393778	9.214512923	9.479449366	9.234895377	0	7.575025818	9.53781838	9.188100855
1.795614501	7.296144233	9.298650149	9.562287325	0.597357738	6.816342584	7.471833391	8.07340173	1.70310297	7.890240581	8.410785272	8.394417473	0.071896623	6.804392265	7.35083337	8.143533794	0.192154311	7.549352261	8.301224457	8.918625144	0	6.28796082	7.730894884	7.324279811
2.597613572	8.794883286	10.35932004	10.4020721	0.420268779	8.48040626	9.520884635	9.681941851	2.384923015	9.618603626	10.37266684	10.05713252	0.529381685	7.631435214	8.895090031	8.964174969	1.4523883	8.690982226	10.12028417	10.86061498	0	7.618337187	9.005297548	8.519575952
1.188892774	7.970955711	9.121025641	8.887867133	0.019778555	6.598461538	8.473414918	7.337820513	1.661410256	6.348589744	8.155337995	7.860745921	0.176934732	6.598822844	6.776643357	7.714090909	1.114393939	6.254417249	8.306153846	8.105862471	0	5.370734266	6.673135198	6.793578089
1.42102344	6.469861117	7.56585407	7.834973773	1.18212911	5.996181507	5.593648486	7.318941706	1.160783594	6.376584139	6.27201112	6.370535986	0.091861126	4.965487056	6.369504876	5.8652921	0.847341552	5.461712578	6.59998104	6.12319271	0	4.00818609	5.305753347	5.175756542
1.885869835	4.62198425	5.925038692	5.903856469	1.525858974	4.69102207	5.158190059	5.102293331	2.007167763	3.933417116	3.957468067	5.966765643	0	4.027853319	5.338934404	5.078706012	1.269296179	4.06889931	6.005667331	4.947816681	0.167212063	4.318666986	4.175143661	4.545441374
2.250299432	7.613179115	7.731897877	8.475606302	1.350914424	6.041381341	7.685426163	7.493186954	2.092559066	5.789438787	6.579765294	6.557795517	0.892813102	5.045174165	5.779471153	6.775048949	1.257239159	4.084431859	6.388755572	6.585356536	0	3.92620848	5.286373337	5.513960322
3.104982121	6.844894867	8.513183603	7.997279032	0.18797964	5.085738706	7.692849518	7.449742879	0.538193423	5.959259501	6.389106605	5.935796694	0.476414009	4.171912101	5.294246264	4.987110131	0.930376117	5.04319912	6.437907287	6.413466184	0	3.68938374	4.878046394	5.8116835
1.777510594	7.775393615	8.544687571	9.562539446	1.010053573	7.240759271	7.982429903	8.154529792	1.190454322	6.156292555	7.287063863	8.684103904	0.534478378	6.271672785	6.930438788	7.023862461	1.439393493	6.553832727	7.914099436	6.917320309	0	5.141802614	6.477114753	6.03753306
