9
30-5	30-8	30-10	50-5	50-8	50-10	70-5	70-8	70-10
0.905161359	1.985787653	1.145057269	1.005873853	0	0.222067922	0.223944552	0.406916008	0.055673366
0.968044043	0.941202557	1.454108352	0.404664584	0.570965097	1.211951464	0.27920981	0.328516454	0
1.216527837	1.071521013	0.895924514	1.01357711	0.943279684	0.272954021	0.876217704	0	0.521200998
3.565464443	1.92207595	0.900041207	1.407805418	3.852826997	0.717050901	0	0.513186146	1.149721313
1.795768259	0.462821287	0.533232952	0.84466916	0.467425127	0.34989181	0.489090254	0	0.164654969
3.453373218	3.588708506	3.916882061	1.215694247	0.683356083	1.757325821	1.115499666	0.428368135	0
2.735418549	0.576701645	1.866451817	0.678798712	0.908109378	2.647021408	0.412302534	0	0.793290951
2.98897051	1.954936741	2.39373786	2.529128893	1.906757049	2.86150778	1.730809693	0	2.695013402
1.732705294	2.03938367	2.158861601	0.817625472	0.305852492	1.561747241	0.325673715	0	0.963531702
0.253408435	0.573697063	1.553277129	1.217955798	0.936936274	0.487795899	0	0.722796942	0.04939317
1.646046482	2.070522109	0.742841036	1.397193171	1.024226009	0.903066422	0.539483393	0	0.807869604
2.160676238	1.664671087	2.165104551	1.116956863	0.101646822	0.212184334	0	0.355252916	0.463950975
3.449476478	2.748728051	3.228649758	1.165927441	0	2.403999975	1.686940483	1.811155513	1.537945182
1.846128576	2.100869981	0.726147391	1.050696302	1.432920399	1.468346775	0	1.001196433	0.267359018
2.446236805	2.004962052	2.053483965	1.276217854	1.892354594	2.41114234	1.096473159	0	2.222242567
0.698467373	1.087277978	0.616704069	0.501887515	0.228183405	0.164976312	0.583940759	0.810384519	0
2.143775175	2.337036252	2.268228986	2.721424235	1.031713787	1.230665988	1.541741231	0.70372326	0
1.97561826	1.238280163	1.978497238	0.955500606	0	0.350595468	0.337480127	0.876168785	0.941745492
3.088804662	2.164235147	1.122960851	2.46034466	1.729105649	1.102955287	0	1.716164869	1.241499758
0.437524063	1.685953737	1.876596506	0.754011457	1.96791126	0.541951426	0	0.917773377	0.097506819
4.020256236	2.654015311	2.844906598	1.039516804	1.23733161	0.544650099	0	0.781698174	0.005670691
2.452804835	1.612182462	2.754366393	1.485307858	1.647807351	1.668432286	0	2.217180571	0.013437458
2.028331764	2.484655883	0.380344321	1.082352441	0.898843072	0.833688168	0.646992992	0	0.599411413
4.805050789	3.571924948	2.865465084	1.494536691	1.654813479	3.472860882	1.950822823	2.376650452	0
1.211601351	0.811570072	0.27758039	0.338191189	0.851317098	0.836804653	0.087006376	0.286970795	0
0.754266084	3.302403445	0.631666729	0.439055051	1.97777031	0	1.160648719	0.695766899	1.018445913
1.48369444	1.03702325	1.014169392	0	0.495009848	0.763758651	0.249939528	0.281314497	0.563532154
2.463139751	3.644707705	1.703428365	3.439415262	2.170852095	2.674973465	0	1.726784769	1.996159498
2.333135604	1.001009017	2.17403902	1.231611262	1.054462659	0.433810377	0.352470932	0	0.928344374
2.252484056	2.584842273	2.924674012	1.234590309	1.467586266	0	1.412958376	0.847141556	2.145755039
0.734083013	1.297765188	1.145068334	0.60256771	0.557359324	0.913968127	0.63228511	0	0.739457436
0.08116378	1.042208226	0.613743711	0.563114105	0.389667752	0.610513481	0.691643259	0.984948148	0
1.665094728	2.164528197	1.115338115	0.438665899	0.185151191	0.387393261	0	0.552921591	0.227245393
0.910304402	0.897826529	1.190621282	0.777980906	0.535678013	0.933228867	0.263776443	0.410899277	0
1.095453288	1.438913139	2.27430998	1.339428687	1.095214798	1.237218633	0	0.91052123	0.598473936
1.689702381	2.029726337	1.86573751	0.107848508	0.548637139	1.375778748	0.427795292	1.22656369	0
3.42224159	3.960340304	2.165574133	0.579722719	3.346742201	0.15523734	0.288321569	0	1.082422815
2.710741965	2.806188324	1.938672446	2.884637386	2.456109384	0.929621385	1.509163831	2.016794637	0
2.08633231	1.429317571	0.256691168	0.685677525	0.851603205	0.180575549	0	0.067516784	1.014981083
2.263726334	1.532869161	2.513163297	0.17721706	0	1.717026478	1.77021221	1.073575315	1.2072268
3.017604792	2.255967886	1.381076422	1.702593529	0	1.409075465	1.269709439	0.594586432	1.337032982
0.909099224	0.154776218	0.326824055	0	0.658678338	0.621883809	0.844374623	0.147670583	0.043970517
1.223716412	0.856029955	1.588624581	1.003953899	0.235043091	0	0.107122814	1.136319436	0.283940945
0.500376732	0.731567525	0.826877379	0.346142205	0.279489706	0.870668393	0.01642163	0	0.231834779
1.299443626	1.773699564	1.819904781	0.812248757	1.511649449	1.188506994	1.508083891	0	0.677088388
0.970030339	2.254778498	0.824199079	1.569208219	1.112483126	0	0.569328508	0.450153776	0.404154557
1.865115024	1.184383771	1.710832138	1.328340637	1.133968497	0.047342479	0.157319951	0	1.377219514
1.068661918	1.054732786	1.840060185	0.670557151	1.670117513	0.416531849	1.393276001	0.769620852	0
0.643448959	0.224305516	1.524465541	0.979095267	1.003758724	0.272482145	0.262873885	0	0.160566211
1.122251102	1.540170813	0.662254452	0.097241357	0	0.887169066	0.585523844	0.45770986	0.356704095
2.408077977	0.689279784	2.039815656	0.475096218	0	2.551566181	1.148558946	0.352926654	1.105680971
3.23770029	3.38471434	2.091885085	3.144013771	1.692021777	0	1.26081783	1.687139941	3.408229135
2.014659401	1.646198927	0.412660916	0.443485991	0.642964146	0.269935469	0.755276068	0	0.971175057
2.948129424	4.858165088	2.547318279	1.393671519	1.414600399	1.38315378	0.811997898	1.908649881	0
1.728989931	0.290993703	0.741428292	0.219336855	0.787591499	0.531493096	0	0.564874271	1.065451047
0	1.676553685	3.795619343	0.248090393	0.064545782	2.830808217	0.373942735	1.38918345	2.100994203
