x 5-50-2 5-50-5 5-50-8 5-50-10 5-100-2 5-100-5 5-100-8 5-100-10 8-50-2 8-50-5 8-50-8 8-50-10 8-100-2 8-100-5 8-100-8 8-100-10 10-50-2 10-50-5 10-50-8 10-50-10 10-100-2 10-100-5 10-100-8 10-100-10
12 1.09702e+06 1.08942e+06 1.08642e+06 1.09423e+06 1.08146e+06 1.09601e+06 1.09239e+06 1.07886e+06 1.08385e+06 1.08666e+06 1.09025e+06 1.09525e+06 1.0856e+06 1.08329e+06 1.08113e+06 1.09287e+06 1.08609e+06 1.09069e+06 1.08553e+06 1.09031e+06 1.08766e+06 1.08088e+06 1.09061e+06 1.0865e+06 
13 1.22182e+06 1.20237e+06 1.20589e+06 1.20295e+06 1.20834e+06 1.19959e+06 1.20111e+06 1.20701e+06 1.1982e+06 1.20448e+06 1.20739e+06 1.21153e+06 1.20373e+06 1.20155e+06 1.20256e+06 1.20176e+06 1.19346e+06 1.204e+06 1.20594e+06 1.20682e+06 1.21287e+06 1.20443e+06 1.20112e+06 1.20135e+06 
14 1.08487e+06 1.06977e+06 1.0742e+06 1.07487e+06 1.06786e+06 1.07122e+06 1.07315e+06 1.08078e+06 1.0861e+06 1.07796e+06 1.0799e+06 1.08107e+06 1.08103e+06 1.06847e+06 1.06982e+06 1.07711e+06 1.08774e+06 1.07289e+06 1.07717e+06 1.076e+06 1.08507e+06 1.07083e+06 1.071e+06 1.07735e+06 
15 943083 936340 945086 953323 933052 949858 942343 943558 960682 939908 950630 947858 942328 940723 936254 946485 955544 947194 955937 957482 938708 939482 942991 942268 
16 984298 957575 963736 969608 961360 957873 969153 973931 964335 957689 962129 966960 961367 968664 964008 951087 956045 962250 968821 975750 959074 961095 959206 961333 
17 1.06387e+06 1.07435e+06 1.06861e+06 1.07934e+06 1.05389e+06 1.05799e+06 1.06793e+06 1.07053e+06 1.05113e+06 1.04691e+06 1.0704e+06 1.0617e+06 1.0525e+06 1.0611e+06 1.04756e+06 1.06202e+06 1.06409e+06 1.05879e+06 1.06344e+06 1.06888e+06 1.04442e+06 1.04203e+06 1.02856e+06 1.06573e+06 
18 887315 880139 878401 895424 874804 879083 883139 889265 876387 886601 879085 887375 874853 876511 882305 862822 880028 880185 883865 879388 877618 880339 879968 869831 
19 1.07503e+06 1.07627e+06 1.08396e+06 1.07855e+06 1.07203e+06 1.0805e+06 1.07873e+06 1.08028e+06 1.07272e+06 1.0777e+06 1.08426e+06 1.08723e+06 1.08344e+06 1.06879e+06 1.07755e+06 1.07911e+06 1.08086e+06 1.07846e+06 1.10849e+06 1.08697e+06 1.08161e+06 1.07571e+06 1.07881e+06 1.08035e+06 
20 1.13514e+06 1.13098e+06 1.13205e+06 1.14159e+06 1.13347e+06 1.13308e+06 1.13135e+06 1.14082e+06 1.14124e+06 1.1318e+06 1.13605e+06 1.13257e+06 1.13197e+06 1.13047e+06 1.13555e+06 1.13718e+06 1.14076e+06 1.12862e+06 1.13847e+06 1.14163e+06 1.13007e+06 1.13512e+06 1.13555e+06 1.13835e+06 
21 839285 831337 834515 836715 832771 834868 834743 832521 837956 823034 833640 832400 830936 829085 833556 836065 838827 829416 831775 831855 835072 829994 829458 827733 
22 1.01814e+06 1.01733e+06 1.0094e+06 1.01182e+06 1.01335e+06 1.01307e+06 1.02005e+06 1.01275e+06 1.01691e+06 1.00505e+06 1.01606e+06 1.01587e+06 1.02203e+06 1.0214e+06 1.01944e+06 1.01128e+06 1.01931e+06 1.01337e+06 1.01758e+06 1.02378e+06 1.01425e+06 1.00546e+06 1.00702e+06 1.00892e+06 
23 967781 975805 977213 974024 974234 972467 970054 969644 975912 969404 970801 977093 970672 970682 972185 972553 971337 968082 972083 973137 966298 969798 965970 975112 
24 904849 893937 894029 902818 886624 890943 891922 886576 897692 889512 896482 897774 888609 888907 892033 897148 893226 893236 893312 894009 895104 890305 892139 896595 
25 996665 992860 993970 998684 997944 989900 994442 991399 1.00773e+06 992536 994768 993225 995587 994990 991927 991072 995422 992184 999386 995348 997065 991406 994534 993563 
26 1.04993e+06 1.05499e+06 1.04657e+06 1.0567e+06 1.04465e+06 1.0538e+06 1.05307e+06 1.04716e+06 1.05014e+06 1.0473e+06 1.05322e+06 1.04615e+06 1.04547e+06 1.0421e+06 1.04852e+06 1.0577e+06 1.05616e+06 1.0441e+06 1.04623e+06 1.05139e+06 1.03739e+06 1.05074e+06 1.05097e+06 1.05665e+06 
27 956573 938842 945794 959955 954007 937710 944296 934786 957605 944964 940196 956818 938947 955199 940090 933154 959975 934656 939491 952434 940911 931484 935991 947001 
28 1.12035e+06 1.11712e+06 1.10797e+06 1.11508e+06 1.10582e+06 1.10709e+06 1.10983e+06 1.108e+06 1.12019e+06 1.11762e+06 1.12399e+06 1.11525e+06 1.11298e+06 1.11178e+06 1.10491e+06 1.11263e+06 1.1296e+06 1.10881e+06 1.10742e+06 1.10825e+06 1.10415e+06 1.11003e+06 1.10383e+06 1.1113e+06 
29 963418 951902 947604 961975 935728 951464 948055 960854 951573 955630 958048 969911 952982 942215 960445 943720 949135 948931 946138 960390 945185 937397 948157 965175 
30 1.04185e+06 1.0362e+06 1.04017e+06 1.03382e+06 1.0367e+06 1.03228e+06 1.03562e+06 1.03257e+06 1.04019e+06 1.03766e+06 1.03175e+06 1.03663e+06 1.02813e+06 1.03377e+06 1.03514e+06 1.04158e+06 1.03253e+06 1.03544e+06 1.03915e+06 1.03535e+06 1.04426e+06 1.0351e+06 1.0277e+06 1.04221e+06 
31 844062 837475 841295 839625 831351 830953 834880 838451 842976 838674 841400 844402 840635 828901 834931 843749 833163 836491 830587 842829 834077 833798 838312 837356 
32 906897 898243 894229 904280 890509 893888 900128 904186 906412 897732 907028 911580 893106 899153 899488 897929 911023 901460 891518 902084 905761 885381 891635 890469 
33 937220 936484 928526 934376 933912 929218 932183 936962 933919 931207 936986 944560 936086 932929 933572 937092 941749 927961 935961 933074 928671 928261 934464 936172 
34 921113 919956 916408 941182 929730 926507 912665 936109 924105 928300 925297 919396 928154 929470 932591 925877 928693 933715 924326 929598 925654 920053 925884 920283 
35 1.03602e+06 1.03513e+06 1.04061e+06 1.0436e+06 1.04087e+06 1.03289e+06 1.03511e+06 1.03795e+06 1.03262e+06 1.03407e+06 1.03995e+06 1.04161e+06 1.03748e+06 1.03187e+06 1.03162e+06 1.03635e+06 1.03503e+06 1.03107e+06 1.03809e+06 1.03764e+06 1.02886e+06 1.03983e+06 1.03705e+06 1.04157e+06 
36 964281 961943 962872 962416 961231 964013 960710 955935 965300 961861 959155 960872 956127 954353 957934 964655 962797 957804 959325 962276 959432 957965 957844 961407 
37 1.03252e+06 1.03882e+06 1.03816e+06 1.04323e+06 1.03022e+06 1.03358e+06 1.03671e+06 1.04475e+06 1.03308e+06 1.03251e+06 1.04049e+06 1.03597e+06 1.03828e+06 1.03163e+06 1.03655e+06 1.03634e+06 1.0341e+06 1.04074e+06 1.03654e+06 1.04385e+06 1.03517e+06 1.0335e+06 1.03551e+06 1.03302e+06 
38 1.12943e+06 1.12731e+06 1.12633e+06 1.13325e+06 1.12554e+06 1.1209e+06 1.12197e+06 1.12943e+06 1.1246e+06 1.11914e+06 1.13123e+06 1.12899e+06 1.13229e+06 1.12082e+06 1.1197e+06 1.12111e+06 1.12604e+06 1.12599e+06 1.11924e+06 1.12576e+06 1.12364e+06 1.12497e+06 1.12613e+06 1.13393e+06 
39 955875 959616 962750 973994 958895 959918 961263 972150 979988 963235 968592 967359 964252 951772 967987 969038 967807 954364 967231 967417 963346 953172 958102 963015 
40 870489 875184 868127 873325 864917 856520 868567 862011 867327 866837 871960 868887 856674 857341 870966 858424 848666 870832 868933 871730 861296 865851 864367 861564 
41 977072 975482 974626 976774 976418 970460 968097 970166 975048 981556 978594 966057 974815 973662 969709 975580 972953 978809 976535 978529 981640 980061 970184 978853 
42 1.00624e+06 1.01006e+06 1.01985e+06 1.01165e+06 991180 1.00575e+06 1.00281e+06 1.01121e+06 998799 1.00917e+06 1.00547e+06 1.01407e+06 997926 1.00632e+06 1.00665e+06 997394 999272 1.01077e+06 1.00233e+06 1.01773e+06 1.00224e+06 1.00406e+06 1.00191e+06 1.00145e+06 
43 1.01824e+06 1.02242e+06 1.02453e+06 1.03228e+06 1.02328e+06 1.01738e+06 1.02647e+06 1.02728e+06 1.01251e+06 1.02912e+06 1.02572e+06 1.03473e+06 1.0161e+06 1.01944e+06 1.02176e+06 1.0304e+06 1.01935e+06 1.02255e+06 1.02309e+06 1.02275e+06 1.02261e+06 1.02065e+06 1.02361e+06 1.0261e+06 
44 939297 937094 938772 936526 934500 937169 941772 941666 936551 936360 940995 938791 943948 935610 935406 938170 943017 938561 941740 937615 940186 929227 937633 938785 
45 1.0429e+06 1.0286e+06 1.02814e+06 1.03078e+06 1.03747e+06 1.02081e+06 1.02262e+06 1.03237e+06 1.02129e+06 1.02704e+06 1.02538e+06 1.03761e+06 1.02593e+06 1.02347e+06 1.02887e+06 1.0256e+06 1.02593e+06 1.02938e+06 1.03468e+06 1.0304e+06 1.02928e+06 1.02982e+06 1.02822e+06 1.0264e+06 
46 933005 925239 923638 930475 930949 928039 929083 930161 938562 929248 938410 939814 928529 932327 928874 932529 927292 928380 936425 938020 930918 930873 933916 931931 
47 825449 825022 826353 825812 827626 823184 827836 825328 826072 828955 829509 821530 822225 825499 822919 825101 823912 825870 824779 828979 821876 819020 825772 826297 
48 1.02119e+06 1.0203e+06 1.02232e+06 1.02008e+06 1.01388e+06 1.01793e+06 1.02279e+06 1.01652e+06 1.01935e+06 1.01698e+06 1.01839e+06 1.02181e+06 1.01304e+06 1.01905e+06 1.01672e+06 1.01906e+06 1.02022e+06 1.02432e+06 1.01644e+06 1.01972e+06 1.01513e+06 1.02028e+06 1.01464e+06 1.02203e+06 
49 899175 900098 904331 908622 898029 897417 905107 906079 904791 901569 900075 905206 897819 887381 891453 903143 902782 890394 898967 905425 895855 897824 892915 897236 
50 871346 872741 869384 875683 872570 865302 891579 868568 882919 866460 883774 874207 866853 874854 871052 891802 870909 870358 870747 892667 863889 867177 892136 890141 
51 908970 903124 913893 920291 904419 912930 913288 922944 909346 915026 916358 923651 912574 914493 917228 913638 912766 916235 917190 917514 906881 911883 914577 914808 
52 893669 888542 895181 893376 891780 882778 889854 891398 887083 886127 890912 891512 887276 891745 887642 890537 898695 893642 891205 898196 891168 888980 887206 888581 
53 969786 967932 963448 964503 958143 958899 959261 964168 968705 959269 970176 965590 960159 957712 959656 962285 966193 968725 963017 967883 965308 963619 957530 965427 
54 922787 927934 923603 928502 922566 918788 926676 925211 925897 925494 930004 930177 922744 921886 926296 928835 934669 923197 929554 931813 921576 924149 931913 928757 
55 942270 944768 948762 947125 944665 943118 947029 949466 947633 944304 944192 955037 943493 945233 946885 951325 948569 948075 947470 944724 945550 945681 946328 948909 
56 882554 878450 875468 887362 882574 874085 877847 874970 883516 874463 875072 881562 873574 875242 879402 881821 884061 879866 880243 879279 875509 880613 881871 880923 
57 793069 780574 775383 780182 772632 774338 780174 778213 781495 774536 775302 785716 784515 780366 774113 779144 784711 779243 776304 779585 773948 776930 776160 777665 
58 921345 915337 915230 913922 911432 912381 915994 912098 920839 917321 912757 911350 916044 911441 911410 915998 917962 916426 917509 916009 918294 908525 912933 913631 
59 932047 910332 916137 926705 910873 909381 916607 926736 911431 910645 914413 913063 910645 917168 911070 913088 916861 919744 913643 907098 906411 921862 911176 911817 
60 951201 946392 938240 941586 936702 937928 940252 941177 945771 938066 951511 944955 940122 938967 937461 938735 946561 943769 941294 947169 954750 942046 943191 937737 
