40_500_0.2 40_800_0.2 40_1000_0.2 40_500_0.3 40_800_0.3 40_1000_0.3 40_500_0.5 40_800_0.5 40_1000_0.5 50_500_0.2 50_800_0.2 50_1000_0.2 50_500_0.3 50_800_0.3 50_1000_0.3 50_500_0.5 50_800_0.5 50_1000_0.5 70_500_0.2 70_800_0.2 70_1000_0.2 70_500_0.3 70_800_0.3 70_1000_0.3 70_500_0.5 70_800_0.5 70_1000_0.5 OVER_1 OVER_2 OVER_3 OVER_4 OVER_5 OVER_6 OVER_7 OVER_8 OVER_9 OVER_10 OVER_11 OVER_12 OVER_13 OVER_14 OVER_15 OVER_16 OVER_17 OVER_18 OVER_19 OVER_20 OVER_21 OVER_22 OVER_23 OVER_24 OVER_25 OVER_26 OVER_27 TIME_1 TIME_2 TIME_3 TIME_4 TIME_5 TIME_6 TIME_7 TIME_8 TIME_9 TIME_10 TIME_11 TIME_12 TIME_13 TIME_14 TIME_15 TIME_16 TIME_17 TIME_18 TIME_19 TIME_20 TIME_21 TIME_22 TIME_23 TIME_24 TIME_25 TIME_26 TIME_27 
881061 869097 937157 903294 910621 921346 842715 914566 907240 938738 873831 860397 875600 837730 869187 907205 879606 874006 921630 894699 858700 865570 887823 845361 869854 808460 801179 0 0 0 24 0 55 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 0 2 1
953423 947941 904968 935080 995542 966356 967910 944371 948951 951547 956491 879630 967827 974924 888672 1.00414e+06 951710 907556 986738 927502 945293 992148 969481 910378 943447 924354 919743 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 2 0 2 1 1 2 1
1.01686e+06 997619 962461 977038 949026 986816 940865 930890 997728 988217 972734 956080 966526 953943 979285 1.01476e+06 980167 963835 978860 948866 907911 991664 930796 971202 1.07186e+06 947751 877227 0 0 0 0 0 0 0 0 55 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 89 0 0 1 0 1 1 0 1 1 0 2 0 1 1 0 1 2 0 1 1 1 1 2 0 2 1 1 2 1
1.0114e+06 1.00549e+06 933059 981385 934098 898422 912025 898240 854138 1.0083e+06 939062 950619 982179 908183 990410 981822 932586 891964 874758 999317 952286 926731 898703 884330 933344 917425 904247 0 0 0 0 0 0 0 0 0 18 0 0 0 16 61 29 45 0 0 54 0 0 5 0 0 0 14 1 0 1 1 0 1 1 0 1 1 1 1 0 1 2 0 1 1 1 1 2 1 1 1 1 2 1
955299 938960 944528 915107 921940 926755 951370 893692 956040 927257 861834 935558 939964 874261 935046 882639 886849 832064 1.00251e+06 899086 873194 903468 963229 871490 926443 880145 912827 0 0 4 16 0 33 46 0 0 0 0 0 0 0 53 0 0 0 54 0 0 0 52 31 0 13 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 2 0 1 1 1 1 2 1 1 2 1 1 2
1.05371e+06 1.05095e+06 1.02782e+06 1.05389e+06 1.0144e+06 1.10751e+06 982991 976589 964464 975599 1.04308e+06 982197 1.03465e+06 1.00856e+06 950942 1.00801e+06 1.00471e+06 931276 1.01573e+06 1.0142e+06 956930 1.05886e+06 1.00379e+06 973641 1.03502e+06 972082 960607 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 65 0 0 24 0 0 56 0 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 2 1 1 1 1 2 1
1.03143e+06 1.00048e+06 1.00932e+06 1.01422e+06 989152 981290 956904 991145 1.05721e+06 1.04097e+06 1.06087e+06 950872 1.04118e+06 981289 965965 980069 1.00133e+06 949637 1.00281e+06 1.02692e+06 983985 1.14164e+06 969700 1.00002e+06 999338 987923 1.00749e+06 0 0 0 0 0 0 0 0 62 0 19 0 0 0 0 0 0 0 17 0 0 170 0 0 0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 2 1 1 1 1 2 1
889794 933897 912154 883510 958051 872679 826246 846173 826203 911188 826675 894149 837598 928769 865161 819934 934539 823419 912327 869890 832622 882851 829152 830361 847019 815736 791994 0 0 0 0 39 0 0 0 0 0 0 0 0 93 13 8 49 0 0 0 0 22 0 0 0 21 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 2 0 1 2 0 1 2 1 1 1 1 2 1
879626 848333 812774 829192 817006 818636 829603 788790 797165 812558 831387 827296 883385 868669 821528 830931 970814 829397 900701 809003 833881 836643 845014 742705 809776 811503 785994 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 113 0 0 0 0 0 15 0 15 0 47 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 2
855994 852914 754389 803559 754526 803839 805921 793424 866622 880804 899423 799966 831491 820529 843230 794318 797309 812551 849036 914912 830592 798726 811518 775919 809332 786481 808376 0 0 0 0 0 0 0 0 44 39 70 36 0 0 0 0 0 0 33 28 11 0 0 0 7 0 0 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 2 1 1 1 1 2 1
