40_500_0.2 40_800_0.2 40_1000_0.2 40_500_0.3 40_800_0.3 40_1000_0.3 40_500_0.5 40_800_0.5 40_1000_0.5 50_500_0.2 50_800_0.2 50_1000_0.2 50_500_0.3 50_800_0.3 50_1000_0.3 50_500_0.5 50_800_0.5 50_1000_0.5 70_500_0.2 70_800_0.2 70_1000_0.2 70_500_0.3 70_800_0.3 70_1000_0.3 70_500_0.5 70_800_0.5 70_1000_0.5 OVER_1 OVER_2 OVER_3 OVER_4 OVER_5 OVER_6 OVER_7 OVER_8 OVER_9 OVER_10 OVER_11 OVER_12 OVER_13 OVER_14 OVER_15 OVER_16 OVER_17 OVER_18 OVER_19 OVER_20 OVER_21 OVER_22 OVER_23 OVER_24 OVER_25 OVER_26 OVER_27 TIME_1 TIME_2 TIME_3 TIME_4 TIME_5 TIME_6 TIME_7 TIME_8 TIME_9 TIME_10 TIME_11 TIME_12 TIME_13 TIME_14 TIME_15 TIME_16 TIME_17 TIME_18 TIME_19 TIME_20 TIME_21 TIME_22 TIME_23 TIME_24 TIME_25 TIME_26 TIME_27 
353921 377712 343983 312334 331887 322919 321823 301496 306853 315140 318516 362446 313572 314308 293476 323989 325526 310640 310502 316240 302924 334123 326276 312613 329179 330090 311864 0 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1
342957 331373 333812 340847 338830 321822 316478 319179 316587 313372 327296 333119 325972 351272 304670 313256 324998 321543 294932 326781 325419 357144 347516 319761 292635 316757 305528 0 20 21 6 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 38 17 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 1 1
359028 340842 348489 337887 358395 337949 360076 378375 335848 380670 355444 383213 419072 345643 352650 330273 341992 328921 336376 324470 334995 332818 362376 319068 373884 364540 347940 0 0 0 0 19 0 0 33 0 0 0 0 63 0 0 0 0 0 0 0 0 0 0 0 10 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1
375649 381079 362582 348918 364568 362360 363563 370527 368227 351698 365735 355246 355591 363750 371754 357621 354314 401556 360070 367518 372205 350837 354269 346229 352015 335074 350962 0 24 0 0 0 16 0 0 0 0 0 0 0 0 26 0 0 60 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 0 1 1
373560 330417 343923 325718 319260 326380 337647 321362 343405 351464 348178 324079 338552 327806 323644 296492 343096 317614 319611 309850 317854 324918 347205 327951 342398 343686 305395 14 0 17 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1
425299 401562 422969 392722 400041 388743 352115 379548 399957 369292 380369 395910 354272 377348 368563 395019 418723 386997 388454 382944 388166 387921 389057 377419 383225 365349 382535 15 9 0 0 0 0 0 0 0 0 0 12 0 32 0 0 31 18 0 0 26 0 18 0 0 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1
437913 387918 369863 402489 404759 389753 368565 383422 389272 393152 389242 365362 373670 387816 394485 366568 403010 388257 402443 373960 379863 403717 371087 388242 373910 381368 371106 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 0 1 1
324286 314744 331515 310244 307865 334879 320578 318089 321535 315334 371121 317273 320470 311266 333178 307500 295276 319426 332511 319271 315392 343104 328554 334925 320897 307332 307254 0 0 0 0 0 0 0 0 25 0 25 0 0 0 0 0 0 0 0 0 0 18 0 23 1 0 0 1 0 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1
408308 366454 372048 377644 371281 370140 364900 369849 366496 359791 362810 346467 382629 385457 364318 350374 413193 440305 385602 360223 352636 371148 363843 353314 359718 338980 354514 0 6 0 0 0 0 0 0 0 11 0 0 0 10 0 0 44 75 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1
378322 368788 358035 380421 382047 378179 454983 369122 352026 371344 362695 338692 361022 363845 341393 362908 354525 350405 355278 372824 368898 359781 402199 425926 359796 336180 366053 0 0 0 0 0 0 93 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 73 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1
